Complexity metrics,Sun, 4 Dec 2022 04:19:03 WET
Method,CogC,ev(G),iv(G),v(G)
"net.sourceforge.ganttproject.calendar.CalendarEditorPanel.ColorEditor.ColorEditor(UIFacade, FocusSetter)",2,1,2,2
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.ColorEditor.getCellEditorValue(),0,1,1,1
"net.sourceforge.ganttproject.calendar.CalendarEditorPanel.ColorEditor.getTableCellEditorComponent(JTable, Object, boolean, int, int)",4,1,3,3
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.ColorEditor.moveFocusToTable(int),0,1,1,1
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.DateCellRendererImpl.DateCellRendererImpl(DateFormat),0,1,1,1
"net.sourceforge.ganttproject.calendar.CalendarEditorPanel.DateCellRendererImpl.getTableCellRendererComponent(JTable, Object, boolean, boolean, int, int)",4,1,3,4
"net.sourceforge.ganttproject.calendar.CalendarEditorPanel.TableModelImpl.Column.Column(Class<?>, Object)",0,1,1,1
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.TableModelImpl.Column.getColumnClass(),0,1,1,1
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.TableModelImpl.Column.getDefault(),0,1,1,1
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.TableModelImpl.Column.getTitle(),0,1,1,1
"net.sourceforge.ganttproject.calendar.CalendarEditorPanel.TableModelImpl.TableModelImpl(List<CalendarEvent>, Runnable, boolean)",0,1,1,1
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.TableModelImpl.delete(int),0,1,1,1
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.TableModelImpl.getColumnClass(int),0,1,1,1
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.TableModelImpl.getColumnCount(),0,1,1,1
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.TableModelImpl.getColumnName(int),0,1,1,1
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.TableModelImpl.getRowCount(),0,1,1,1
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.TableModelImpl.getValue(int),1,1,2,2
"net.sourceforge.ganttproject.calendar.CalendarEditorPanel.TableModelImpl.getValueAt(int, int)",4,7,6,8
"net.sourceforge.ganttproject.calendar.CalendarEditorPanel.TableModelImpl.isCellEditable(int, int)",1,1,2,2
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.TableModelImpl.isRecurring(),0,1,1,1
"net.sourceforge.ganttproject.calendar.CalendarEditorPanel.TableModelImpl.setValueAt(Object, int, int)",13,3,7,13
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.createComponent(),0,1,1,1
"net.sourceforge.ganttproject.calendar.CalendarEditorPanel.createDateValidatorComponents(String, DateFormat...)",2,1,2,2
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.createNonRecurringComponent(),0,1,1,1
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.createRecurringComponent(),0,1,1,1
"net.sourceforge.ganttproject.calendar.CalendarEditorPanel.createTableComponent(TableModelImpl, DateFormat, UIFacade)",5,2,3,4
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.getEvents(),0,1,1,1
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.getI18NedEventType(Type),0,1,1,1
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.recurring(boolean),0,1,1,1
net.sourceforge.ganttproject.calendar.CalendarEditorPanel.reload(GPCalendar),0,1,1,1
"net.sourceforge.ganttproject.calendar.CalendarEditorPanel.reload(GPCalendar, List<CalendarEvent>, TableModelImpl)",0,1,1,1
"net.sourceforge.ganttproject.calendar.GPCalendarProvider.CalendarTagHandler.CalendarTagHandler(GPCalendarCalc, HolidayTagHandler)",0,1,1,1
net.sourceforge.ganttproject.calendar.GPCalendarProvider.CalendarTagHandler.onEndElement(),0,1,1,1
net.sourceforge.ganttproject.calendar.GPCalendarProvider.CalendarTagHandler.onStartElement(Attributes),0,1,1,1
net.sourceforge.ganttproject.calendar.GPCalendarProvider.GPCalendarProvider(List<GPCalendar>),0,1,1,1
net.sourceforge.ganttproject.calendar.GPCalendarProvider.getCalendars(),0,1,1,1
net.sourceforge.ganttproject.calendar.GPCalendarProvider.getInstance(),1,1,2,2
net.sourceforge.ganttproject.calendar.GPCalendarProvider.readCalendar(File),1,1,2,2
net.sourceforge.ganttproject.calendar.GPCalendarProvider.readCalendars(),17,3,10,10
net.sourceforge.ganttproject.chart.BackgroundRendererImpl.BackgroundRendererImpl(),0,1,1,1
net.sourceforge.ganttproject.chart.BackgroundRendererImpl.BackgroundRendererImpl(ChartModel),0,1,1,1
net.sourceforge.ganttproject.chart.BackgroundRendererImpl.paint(),0,1,1,1
net.sourceforge.ganttproject.chart.BackgroundRendererImpl.render(),0,1,1,1
"net.sourceforge.ganttproject.chart.ChartModelBase.ChartModelBase(TaskManager, TimeUnitStack, UIConfiguration)",3,2,2,3
net.sourceforge.ganttproject.chart.ChartModelBase.OptionEventDispatcher.optionsChanged(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.ScrollingSessionImpl.ScrollingSessionImpl(int),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.ScrollingSessionImpl.finish(),1,1,2,2
"net.sourceforge.ganttproject.chart.ChartModelBase.ScrollingSessionImpl.scrollTo(int, int)",2,1,3,3
net.sourceforge.ganttproject.chart.ChartModelBase.ScrollingSessionImpl.shiftOffsets(int),3,1,3,3
net.sourceforge.ganttproject.chart.ChartModelBase.addOptionChangeListener(GPOptionChangeListener),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.addRenderer(SceneBuilder),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.createOffsetBuilderFactory(),3,1,2,4
net.sourceforge.ganttproject.chart.ChartModelBase.createScrollingSession(int),1,1,2,2
net.sourceforge.ganttproject.chart.ChartModelBase.fireOptionsChanged(),1,1,2,2
net.sourceforge.ganttproject.chart.ChartModelBase.getBottomUnit(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getBottomUnitOffsets(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getBottomUnitWidth(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getBounds(),0,1,1,1
"net.sourceforge.ganttproject.chart.ChartModelBase.getChartItemWithCoordinates(int, int)",2,3,3,3
net.sourceforge.ganttproject.chart.ChartModelBase.getChartOptionGroups(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getChartUIConfiguration(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getDefaultUnit(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getDefaultUnitOffsets(),1,2,2,2
net.sourceforge.ganttproject.chart.ChartModelBase.getEndDate(),1,1,2,2
net.sourceforge.ganttproject.chart.ChartModelBase.getHorizontalOffset(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getMilestones(),1,1,2,2
net.sourceforge.ganttproject.chart.ChartModelBase.getOffsetAnchorDate(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getOffsetAt(int),3,3,2,3
net.sourceforge.ganttproject.chart.ChartModelBase.getOptionEventDispatcher(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getPainter(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getProjectConfig(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getRenderers(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getStartDate(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getTaskManager(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getTimeUnitStack(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getTimelineTasks(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getTimelineTopLineHeight(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getTopUnit(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getTopUnit(Date),3,3,2,3
net.sourceforge.ganttproject.chart.ChartModelBase.getTopUnitOffsets(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getVerticalOffset(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.getVisibleLength(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.paint(Graphics),11,3,7,8
net.sourceforge.ganttproject.chart.ChartModelBase.resetOffsets(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.resetRenderers(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.setBaseFont(FontSpec),1,1,2,2
net.sourceforge.ganttproject.chart.ChartModelBase.setBottomTimeUnit(TimeUnit),1,2,1,2
net.sourceforge.ganttproject.chart.ChartModelBase.setBottomUnitWidth(int),1,2,1,2
net.sourceforge.ganttproject.chart.ChartModelBase.setBounds(Dimension),2,2,2,3
net.sourceforge.ganttproject.chart.ChartModelBase.setChartUIConfiguration(ChartUIConfiguration),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.setHeaderHeight(int),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.setHorizontalOffset(int),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.setRowHeight(int),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.setStartDate(Date),1,1,2,2
net.sourceforge.ganttproject.chart.ChartModelBase.setTimelineTasks(Set<Task>),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.setTopTimeUnit(TimeUnit),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.setTopUnit(TimeUnit),1,2,1,2
net.sourceforge.ganttproject.chart.ChartModelBase.setVerticalOffset(int),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelBase.setupCopy(ChartModelBase),1,1,2,2
"net.sourceforge.ganttproject.chart.ChartModelImpl.ChartModelImpl(TaskManager, TimeUnitStack, UIConfiguration)",0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelImpl.calculateRowHeight(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelImpl.createCopy(),0,1,1,1
"net.sourceforge.ganttproject.chart.ChartModelImpl.findTaskBoundaryItem(int, int)",17,3,13,13
"net.sourceforge.ganttproject.chart.ChartModelImpl.findTaskProgressItem(int, int)",4,1,5,5
net.sourceforge.ganttproject.chart.ChartModelImpl.getBaseline(),0,1,1,1
"net.sourceforge.ganttproject.chart.ChartModelImpl.getChartItemWithCoordinates(int, int)",2,1,3,3
net.sourceforge.ganttproject.chart.ChartModelImpl.getChartOptionGroups(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelImpl.getDependencyHardnessOption(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelImpl.getGraphicPrimitive(Object),3,3,2,3
net.sourceforge.ganttproject.chart.ChartModelImpl.getTaskContainment(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelImpl.getTaskDefaultColorOption(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelImpl.getTaskLabelOptions(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelImpl.getTaskManager(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelImpl.getVisibleTasks(),1,1,2,2
net.sourceforge.ganttproject.chart.ChartModelImpl.isExplicitlyHidden(Task),1,1,2,2
net.sourceforge.ganttproject.chart.ChartModelImpl.setBaseline(List<GanttPreviousStateTask>),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelImpl.setExplicitlyHiddenTasks(Set<Task>),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelImpl.setVisibleTasks(List<Task>),0,1,1,1
"net.sourceforge.ganttproject.chart.ChartModelResource.ChartModelResource(TaskManager, HumanResourceManager, TimeUnitStack, UIConfiguration, ResourceChart)",0,1,1,1
"net.sourceforge.ganttproject.chart.ChartModelResource.ResourceLoadOption.ResourceLoadOption(String, String, String)",0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelResource.ResourceLoadOption.getAttributeName(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelResource.ResourceLoadOption.getTagName(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelResource.ResourceLoadOption.loadValue(String),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelResource.calculateRowHeight(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelResource.createCopy(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelResource.getChartOptionGroups(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelResource.getVisibleResources(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartModelResource.setVisibleTasks(List<Task>),0,1,1,1
"net.sourceforge.ganttproject.chart.ChartOptionGroup.ChartOptionGroup(String, GPOption[], OptionEventDispatcher)",0,1,1,1
net.sourceforge.ganttproject.chart.ChartOptionGroup.commit(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartRendererBase.ChartRendererBase(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartRendererBase.ChartRendererBase(ChartModel),0,1,1,1
"net.sourceforge.ganttproject.chart.ChartRendererBase.ChartRendererBase(ChartModelBase, Canvas)",0,1,1,1
net.sourceforge.ganttproject.chart.ChartRendererBase.build(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartRendererBase.clear(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartRendererBase.getCalendar(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartRendererBase.getChartModel(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartRendererBase.getConfig(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartRendererBase.getPrimitiveContainer(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartRendererBase.getWidth(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartRendererBase.isEnabled(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartRendererBase.render(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartRendererBase.setEnabled(boolean),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.ChartPropertiesOption.ChartPropertiesOption(),0,1,1,1
"net.sourceforge.ganttproject.chart.ChartUIConfiguration.ChartPropertiesOption.addValue(Entry<String, String>)",0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.ChartPropertiesOption.asEnumerationOption(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.ChartPropertiesOption.getPersistentValue(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.ChartPropertiesOption.getValues(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.ChartPropertiesOption.loadPersistentValue(String),3,3,2,3
net.sourceforge.ganttproject.chart.ChartUIConfiguration.ChartPropertiesOption.removeValueIndex(int),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.ChartPropertiesOption.setValueIndex(int),0,1,1,1
"net.sourceforge.ganttproject.chart.ChartUIConfiguration.ChartPropertiesOption.setValues(Iterable<Entry<String, String>>)",1,1,2,2
"net.sourceforge.ganttproject.chart.ChartUIConfiguration.ChartPropertiesOption.updateValue(Entry<String, String>, Entry<String, String>)",0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.ChartUIConfiguration(UIConfiguration),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.createCopy(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getBaseFontSize(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getBottomUnitGridColor(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getChartFont(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getChartStylesOption(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getDayOffColor(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getEarlierPreviousTaskColor(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getHeaderBorderColor(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getHeaderHeight(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getHolidayTimeBackgroundColor(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getHorizontalGutterColor1(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getHorizontalGutterColor2(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getLaterPreviousTaskColor(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getMargin(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getPreviousTaskColor(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getPublicHolidayTimeBackgroundColor(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getResourceNormalLoadColor(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getResourceOverloadColor(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getResourceUnderLoadColor(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getRowHeight(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getSpanningHeaderBackgroundColor(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getSpanningHeaderFont(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getSpanningHeaderHeight(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getWeekEndColor(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getWeekendAlphaValue(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getWorkingTimeBackgroundColor(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.getYOffSet(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.isCriticalPathOn(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.isRedlineOn(),0,1,1,1
"net.sourceforge.ganttproject.chart.ChartUIConfiguration.setBaseFont(Font, int)",0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.setHeaderHeight(int),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.setRowHeight(int),0,1,1,1
net.sourceforge.ganttproject.chart.ChartUIConfiguration.setYOffSet(int),0,1,1,1
"net.sourceforge.ganttproject.chart.ChartViewState.ChartViewState(TimelineChart, UIFacade)",0,1,1,1
net.sourceforge.ganttproject.chart.ChartViewState.getBottomTimeUnit(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartViewState.getBottomUnitWidth(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartViewState.getCurrentZoomState(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartViewState.getTopTimeUnit(),0,1,1,1
net.sourceforge.ganttproject.chart.ChartViewState.scrollBy(TimeDuration),0,1,1,1
net.sourceforge.ganttproject.chart.ChartViewState.scrollBy(int),0,1,1,1
net.sourceforge.ganttproject.chart.ChartViewState.scrollTo(Date),0,1,1,1
net.sourceforge.ganttproject.chart.ChartViewState.zoomChanged(ZoomEvent),5,1,3,4
net.sourceforge.ganttproject.chart.DependencyInteractionRenderer.DependencyInteractionRenderer(),0,1,1,1
"net.sourceforge.ganttproject.chart.DependencyInteractionRenderer.DependencyInteractionRenderer(int, int, int, int)",0,1,1,1
"net.sourceforge.ganttproject.chart.DependencyInteractionRenderer.changePoint2(int, int)",0,1,1,1
net.sourceforge.ganttproject.chart.DependencyInteractionRenderer.getDraw(),0,1,1,1
net.sourceforge.ganttproject.chart.DependencyInteractionRenderer.paint(Graphics),5,1,2,4
net.sourceforge.ganttproject.chart.DependencyInteractionRenderer.setDraw(boolean),0,1,1,1
net.sourceforge.ganttproject.chart.MilestoneTaskFakeActivity.MilestoneTaskFakeActivity(Task),0,1,1,1
