Lines of code metrics,domingo, 4 dez. 2022 22:59:46 WET
Method,CLOC,JLOC,LOC,NCLOC,RLOC
"biz.ganttproject.core.chart.canvas.SpatialIndex.get(int, int, int, int)",0,n/a,n/a,1,"3,12%"
"biz.ganttproject.core.chart.canvas.SpatialIndex.put(T, int, int, int, int)",4,n/a,n/a,1,"31,25%"
biz.ganttproject.core.chart.canvas.TextMetrics.getState(),2,n/a,n/a,1,"33,33%"
"biz.ganttproject.core.chart.canvas.TextMetrics.getTextHeight(Font, String)",0,n/a,n/a,1,"6,67%"
biz.ganttproject.core.chart.canvas.TextMetrics.getTextHeight(String),1,n/a,n/a,1,"13,33%"
biz.ganttproject.core.chart.canvas.TextMetrics.getTextLength(String),1,n/a,n/a,1,"13,33%"
biz.ganttproject.core.chart.canvas.TextSelector.getLabels(TextMetrics),0,n/a,n/a,1,"33,33%"
"biz.ganttproject.core.chart.grid.Offset.Offset(TimeUnit, Date, Date, Date, int, int, int)",0,0,10,10,"12,05%"
"biz.ganttproject.core.chart.grid.Offset.createFullyClosed(TimeUnit, Date, Date, Date, int, int, int)",2,9,13,4,"15,66%"
biz.ganttproject.core.chart.grid.Offset.debugPrint(List<Offset>),0,0,8,8,"9,64%"
biz.ganttproject.core.chart.grid.Offset.equals(Object),0,0,9,9,"10,84%"
biz.ganttproject.core.chart.grid.Offset.getDayMask(),0,0,3,3,"3,61%"
biz.ganttproject.core.chart.grid.Offset.getOffsetAnchor(),0,0,3,3,"3,61%"
biz.ganttproject.core.chart.grid.Offset.getOffsetEnd(),0,0,3,3,"3,61%"
biz.ganttproject.core.chart.grid.Offset.getOffsetPixels(),0,0,3,3,"3,61%"
biz.ganttproject.core.chart.grid.Offset.getOffsetStart(),0,0,3,3,"3,61%"
biz.ganttproject.core.chart.grid.Offset.getOffsetUnit(),0,0,3,3,"3,61%"
biz.ganttproject.core.chart.grid.Offset.getStartPixels(),0,0,3,3,"3,61%"
biz.ganttproject.core.chart.grid.Offset.hashCode(),0,0,4,4,"4,82%"
biz.ganttproject.core.chart.grid.Offset.shift(int),0,0,4,4,"4,82%"
biz.ganttproject.core.chart.grid.Offset.toString(),0,0,5,5,"6,02%"
biz.ganttproject.core.chart.grid.OffsetBuilder.Factory.Factory(),0,0,2,2,"2,78%"
biz.ganttproject.core.chart.grid.OffsetBuilder.Factory.build(),0,n/a,n/a,1,"1,39%"
biz.ganttproject.core.chart.grid.OffsetBuilder.Factory.preBuild(),0,0,11,11,"15,28%"
biz.ganttproject.core.chart.grid.OffsetBuilder.Factory.withAtomicUnitWidth(int),0,0,4,4,"5,56%"
biz.ganttproject.core.chart.grid.OffsetBuilder.Factory.withBottomUnit(TimeUnit),0,0,4,4,"5,56%"
biz.ganttproject.core.chart.grid.OffsetBuilder.Factory.withCalendar(GPCalendar),0,0,4,4,"5,56%"
biz.ganttproject.core.chart.grid.OffsetBuilder.Factory.withEndDate(Date),0,0,4,4,"5,56%"
biz.ganttproject.core.chart.grid.OffsetBuilder.Factory.withEndOffset(int),0,0,4,4,"5,56%"
"biz.ganttproject.core.chart.grid.OffsetBuilder.Factory.withOffsetStepFunction(Function<TimeUnit, Float>)",0,0,4,4,"5,56%"
biz.ganttproject.core.chart.grid.OffsetBuilder.Factory.withRightMargin(int),0,0,4,4,"5,56%"
biz.ganttproject.core.chart.grid.OffsetBuilder.Factory.withStartDate(Date),0,0,4,4,"5,56%"
biz.ganttproject.core.chart.grid.OffsetBuilder.Factory.withTopUnit(TimeUnit),0,0,4,4,"5,56%"
biz.ganttproject.core.chart.grid.OffsetBuilder.Factory.withViewportStartDate(Date),0,0,4,4,"5,56%"
biz.ganttproject.core.chart.grid.OffsetBuilder.Factory.withWeekendDecreaseFactor(float),0,0,4,4,"5,56%"
"biz.ganttproject.core.chart.grid.OffsetBuilder.constructOffsets(List<Offset>, OffsetList)",0,n/a,n/a,1,"1,33%"
biz.ganttproject.core.chart.grid.OffsetBuilderImpl.FactoryImpl.build(),0,0,5,5,"71,43%"
biz.ganttproject.core.chart.grid.OffsetBuilderImpl.OffsetBuilderImpl(Factory),3,0,17,14,"10,97%"
"biz.ganttproject.core.chart.grid.OffsetBuilderImpl.calculateNextStep(OffsetStep, TimeUnit, Date)",0,0,8,8,"5,16%"
"biz.ganttproject.core.chart.grid.OffsetBuilderImpl.constructBottomOffsets(List<Offset>, int)",0,0,31,31,"20,00%"
"biz.ganttproject.core.chart.grid.OffsetBuilderImpl.constructOffsets(List<Offset>, List<Offset>, int)",2,0,8,6,"5,16%"
"biz.ganttproject.core.chart.grid.OffsetBuilderImpl.constructOffsets(List<Offset>, OffsetList)",0,0,4,4,"2,58%"
"biz.ganttproject.core.chart.grid.OffsetBuilderImpl.constructTopOffsets(TimeUnit, List<Offset>, List<Offset>, int, int)",0,0,30,30,"19,35%"
biz.ganttproject.core.chart.grid.OffsetBuilderImpl.getBottomUnit(),0,0,3,3,"1,94%"
biz.ganttproject.core.chart.grid.OffsetBuilderImpl.getCalendar(),0,0,3,3,"1,94%"
biz.ganttproject.core.chart.grid.OffsetBuilderImpl.getChartWidth(),0,0,3,3,"1,94%"
"biz.ganttproject.core.chart.grid.OffsetBuilderImpl.getConcreteUnit(TimeUnit, Date)",0,0,4,4,"2,58%"
biz.ganttproject.core.chart.grid.OffsetBuilderImpl.getDefaultUnitWidth(),0,0,3,3,"1,94%"
biz.ganttproject.core.chart.grid.OffsetBuilderImpl.getOffsetStep(TimeUnit),0,0,3,3,"1,94%"
biz.ganttproject.core.chart.grid.OffsetBuilderImpl.getTopUnit(),0,0,3,3,"1,94%"
biz.ganttproject.core.chart.grid.OffsetList.clear(),0,0,5,5,"21,74%"
biz.ganttproject.core.chart.grid.OffsetList.getEndPx(),0,0,3,3,"13,04%"
biz.ganttproject.core.chart.grid.OffsetList.getStartPx(),0,0,3,3,"13,04%"
biz.ganttproject.core.chart.grid.OffsetList.setStartPx(int),0,0,3,3,"13,04%"
biz.ganttproject.core.chart.grid.OffsetList.shift(int),0,0,6,6,"26,09%"
"biz.ganttproject.core.chart.grid.OffsetLookup.ComparatorBy.compare(T, int, List<Offset>)",0,n/a,n/a,1,"33,33%"
"biz.ganttproject.core.chart.grid.OffsetLookup.ComparatorByEndDate.compare(Date, int, List<Offset>)",0,0,4,4,"66,67%"
"biz.ganttproject.core.chart.grid.OffsetLookup.ComparatorByPixels.compare(Integer, int, List<Offset>)",0,0,15,15,"88,24%"
"biz.ganttproject.core.chart.grid.OffsetLookup.ComparatorByStartDate.compare(Date, int, List<Offset>)",0,0,4,4,"66,67%"
"biz.ganttproject.core.chart.grid.OffsetLookup.findOffset(Type, ComparatorBy<Type>, int, int, List<Offset>)",0,0,27,27,"24,77%"
"biz.ganttproject.core.chart.grid.OffsetLookup.getBounds(Date, Date, List<Offset>)",0,0,22,22,"20,18%"
"biz.ganttproject.core.chart.grid.OffsetLookup.lookupDateByPixels(int, List<Offset>)",0,0,8,8,"7,34%"
"biz.ganttproject.core.chart.grid.OffsetLookup.lookupOffsetBy(Date, List<Offset>, ComparatorBy<Date>)",0,0,3,3,"2,75%"
"biz.ganttproject.core.chart.grid.OffsetLookup.lookupOffsetByEndDate(Date, List<Offset>)",0,0,4,4,"3,67%"
"biz.ganttproject.core.chart.grid.OffsetLookup.lookupOffsetByStartDate(Date, List<Offset>)",0,0,4,4,"3,67%"
biz.ganttproject.core.chart.grid.OffsetManager.OffsetBuilderFactory.createAtomUnitBuilder(),0,n/a,n/a,1,"25,00%"
biz.ganttproject.core.chart.grid.OffsetManager.OffsetBuilderFactory.createTopAndBottomUnitBuilder(),0,n/a,n/a,1,"25,00%"
biz.ganttproject.core.chart.grid.OffsetManager.OffsetManager(OffsetBuilderFactory),0,0,3,3,"3,57%"
biz.ganttproject.core.chart.grid.OffsetManager.alignOffsets(OffsetList),6,6,28,22,"33,33%"
biz.ganttproject.core.chart.grid.OffsetManager.constructOffsets(),5,0,15,10,"17,86%"
biz.ganttproject.core.chart.grid.OffsetManager.getAtomUnitOffsets(),0,0,6,6,"7,14%"
biz.ganttproject.core.chart.grid.OffsetManager.getBottomUnitOffsets(),0,0,6,6,"7,14%"
biz.ganttproject.core.chart.grid.OffsetManager.getTopUnitOffsets(),0,0,6,6,"7,14%"
biz.ganttproject.core.chart.grid.OffsetManager.reset(),0,0,3,3,"3,57%"
biz.ganttproject.core.chart.render.AlphaRenderingOption.AlphaRenderingOption(),0,0,3,3,"8,11%"
biz.ganttproject.core.chart.render.AlphaRenderingOption.commit(),0,0,5,5,"13,51%"
biz.ganttproject.core.chart.render.AlphaRenderingOption.getValueAsFloat(),0,0,3,3,"8,11%"
biz.ganttproject.core.chart.render.AlphaRenderingOption.loadPersistentValue(String),0,0,5,5,"13,51%"
biz.ganttproject.core.chart.render.AlphaRenderingOption.updateIndex(),0,0,9,9,"24,32%"
biz.ganttproject.core.chart.render.LineRenderer.LineRenderer(Properties),0,0,3,3,"8,11%"
biz.ganttproject.core.chart.render.LineRenderer.renderLine(Line),0,0,22,22,"59,46%"
biz.ganttproject.core.chart.render.LineRenderer.setGraphics(Graphics2D),0,0,3,3,"8,11%"
biz.ganttproject.core.chart.render.PolygonRenderer.PolygonRenderer(Properties),0,0,3,3,"13,64%"
biz.ganttproject.core.chart.render.PolygonRenderer.render(Polygon),0,0,12,12,"54,55%"
biz.ganttproject.core.chart.render.PolygonRenderer.setGraphics(Graphics2D),0,0,3,3,"13,64%"
biz.ganttproject.core.chart.render.RectangleRenderer.RectangleRenderer(Properties),0,0,3,3,"4,62%"
biz.ganttproject.core.chart.render.RectangleRenderer.render(Rectangle),0,0,31,31,"47,69%"
"biz.ganttproject.core.chart.render.RectangleRenderer.renderBorderEdge(Graphics2D, Border, int, int, int, int)",0,0,7,7,"10,77%"
"biz.ganttproject.core.chart.render.RectangleRenderer.renderBorders(Graphics2D, Borders, int, int, int, int)",0,0,12,12,"18,46%"
biz.ganttproject.core.chart.render.RectangleRenderer.setGraphics(Graphics2D),0,0,3,3,"4,62%"
biz.ganttproject.core.chart.render.ShapePaint.ShapePaint(ShapePaint),0,0,3,3,"3,30%"
"biz.ganttproject.core.chart.render.ShapePaint.ShapePaint(ShapePaint, Color, Color)",0,0,3,3,"3,30%"
"biz.ganttproject.core.chart.render.ShapePaint.ShapePaint(int, int, int[])",0,0,3,3,"3,30%"
"biz.ganttproject.core.chart.render.ShapePaint.ShapePaint(int, int, int[], Color, Color)",0,0,8,8,"8,79%"
"biz.ganttproject.core.chart.render.ShapePaint.createTexture(int, int, int[], Color, Color)",0,0,9,9,"9,89%"
biz.ganttproject.core.chart.render.ShapePaint.equals(Object),1,1,17,16,"18,68%"
biz.ganttproject.core.chart.render.ShapePaint.getArray(),1,1,10,9,"10,99%"
biz.ganttproject.core.chart.render.ShapePaint.getBackground(),1,1,4,3,"4,40%"
biz.ganttproject.core.chart.render.ShapePaint.getForeground(),1,1,4,3,"4,40%"
biz.ganttproject.core.chart.render.ShapePaint.getarray(),1,1,4,3,"4,40%"
biz.ganttproject.core.chart.render.ShapePaint.toString(),1,1,18,17,"19,78%"
"biz.ganttproject.core.chart.render.Style.BackgroundImage.BackgroundImage(Paint, Image)",0,0,4,4,"7,55%"
biz.ganttproject.core.chart.render.Style.BackgroundImage.getPaint(),0,0,3,3,"5,66%"
biz.ganttproject.core.chart.render.Style.BackgroundImage.parse(String),0,0,40,40,"75,47%"
biz.ganttproject.core.chart.render.Style.Border.Border(Color),0,0,3,3,"7,69%"
"biz.ganttproject.core.chart.render.Style.Border.Border(Color, BasicStroke)",0,0,4,4,"10,26%"
biz.ganttproject.core.chart.render.Style.Border.getColor(),0,0,3,3,"7,69%"
biz.ganttproject.core.chart.render.Style.Border.getStroke(),0,0,3,3,"7,69%"
biz.ganttproject.core.chart.render.Style.Border.parse(String),0,0,15,15,"38,46%"
biz.ganttproject.core.chart.render.Style.Borders.Borders(Border),0,0,4,4,"9,30%"
"biz.ganttproject.core.chart.render.Style.Borders.Borders(Border, Border, Border, Border)",0,0,6,6,"13,95%"
biz.ganttproject.core.chart.render.Style.Borders.Borders(Color),0,0,3,3,"6,98%"
biz.ganttproject.core.chart.render.Style.Borders.getBottom(),0,0,3,3,"6,98%"
biz.ganttproject.core.chart.render.Style.Borders.getLeft(),0,0,3,3,"6,98%"
biz.ganttproject.core.chart.render.Style.Borders.getRight(),0,0,3,3,"6,98%"
biz.ganttproject.core.chart.render.Style.Borders.getTop(),0,0,3,3,"6,98%"
biz.ganttproject.core.chart.render.Style.Borders.isHomogeneous(),0,0,3,3,"6,98%"
biz.ganttproject.core.chart.render.Style.Borders.withColor(Color),0,0,8,8,"18,60%"
biz.ganttproject.core.chart.render.Style.Color.Color(Color),0,0,3,3,"20,00%"
biz.ganttproject.core.chart.render.Style.Color.get(),0,0,3,3,"20,00%"
biz.ganttproject.core.chart.render.Style.Color.parse(String),0,0,6,6,"40,00%"
biz.ganttproject.core.chart.render.Style.Padding.Padding(Collection<Integer>),0,0,6,6,"13,04%"
biz.ganttproject.core.chart.render.Style.Padding.getBottom(),0,0,3,3,"6,52%"
biz.ganttproject.core.chart.render.Style.Padding.getLeft(),0,0,3,3,"6,52%"
biz.ganttproject.core.chart.render.Style.Padding.getRight(),0,0,3,3,"6,52%"
biz.ganttproject.core.chart.render.Style.Padding.getTop(),0,0,3,3,"6,52%"
biz.ganttproject.core.chart.render.Style.Padding.getX(),0,0,3,3,"6,52%"
biz.ganttproject.core.chart.render.Style.Padding.getY(),0,0,3,3,"6,52%"
biz.ganttproject.core.chart.render.Style.Padding.parse(String),0,0,12,12,"26,09%"
"biz.ganttproject.core.chart.render.Style.Style(Properties, String)",0,0,17,17,"4,96%"
biz.ganttproject.core.chart.render.Style.getBackgroundColor(Shape),0,0,6,6,"1,75%"
biz.ganttproject.core.chart.render.Style.getBackgroundImage(),0,0,7,7,"2,04%"
biz.ganttproject.core.chart.render.Style.getBackgroundPaint(Rectangle),0,0,10,10,"2,92%"
biz.ganttproject.core.chart.render.Style.getBorder(Shape),0,0,6,6,"1,75%"
biz.ganttproject.core.chart.render.Style.getForegroundColor(Shape),0,0,6,6,"1,75%"
biz.ganttproject.core.chart.render.Style.getOpacity(Shape),0,0,8,8,"2,33%"
biz.ganttproject.core.chart.render.Style.getPadding(),0,0,3,3,"0,87%"
"biz.ganttproject.core.chart.render.Style.getStyle(Properties, String)",0,0,8,8,"2,33%"
biz.ganttproject.core.chart.render.Style.getVisibility(Shape),1,0,15,14,"4,37%"
biz.ganttproject.core.chart.render.Style.parseStroke(String[]),0,0,26,26,"7,58%"
"biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.State.State(FontRenderContext, Font)",0,0,6,6,"25,00%"
biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.State.equals(Object),0,0,8,8,"33,33%"
biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.State.hashCode(),0,0,4,4,"16,67%"
biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.TextLengthCalculatorImpl(Graphics2D),0,0,3,3,"4,11%"
biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.getState(),0,0,7,7,"9,59%"
"biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.getTextHeight(Font, String)",0,0,7,7,"9,59%"
biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.getTextHeight(String),0,0,4,4,"5,48%"
"biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.getTextLength(Graphics2D, String)",1,1,11,10,"15,07%"
biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.getTextLength(String),0,0,4,4,"5,48%"
biz.ganttproject.core.chart.render.TextLengthCalculatorImpl.setGraphics(Graphics2D),0,0,4,4,"5,48%"
"biz.ganttproject.core.chart.render.TextPainter.TextPainter(Properties, Supplier<Font>)",0,0,5,5,"4,27%"
biz.ganttproject.core.chart.render.TextPainter.paint(Text),0,0,17,17,"14,53%"
biz.ganttproject.core.chart.render.TextPainter.paint(TextGroup),0,0,8,8,"6,84%"
"biz.ganttproject.core.chart.render.TextPainter.paint(int, int, HAlignment, VAlignment, Text, Label, Style)",0,0,44,44,"37,61%"
"biz.ganttproject.core.chart.render.TextPainter.paintTextLine(TextGroup, int)",0,0,29,29,"24,79%"
biz.ganttproject.core.chart.render.TextPainter.setGraphics(Graphics2D),0,0,4,4,"3,42%"
biz.ganttproject.core.chart.scene.AbstractSceneBuilder.AbstractSceneBuilder(),0,0,3,3,"10,34%"
biz.ganttproject.core.chart.scene.AbstractSceneBuilder.AbstractSceneBuilder(Canvas),0,0,3,3,"10,34%"
biz.ganttproject.core.chart.scene.AbstractSceneBuilder.getCanvas(),0,0,3,3,"10,34%"
biz.ganttproject.core.chart.scene.AbstractSceneBuilder.getHeight(),0,0,3,3,"10,34%"
biz.ganttproject.core.chart.scene.AbstractSceneBuilder.reset(int),0,0,5,5,"17,24%"
biz.ganttproject.core.chart.scene.AbstractSceneBuilder.setHeight(int),0,0,3,3,"10,34%"
biz.ganttproject.core.chart.scene.BarChartActivity.getDuration(),0,n/a,n/a,1,"8,33%"
biz.ganttproject.core.chart.scene.BarChartActivity.getEnd(),0,n/a,n/a,1,"8,33%"
biz.ganttproject.core.chart.scene.BarChartActivity.getOwner(),0,n/a,n/a,1,"8,33%"
biz.ganttproject.core.chart.scene.BarChartActivity.getStart(),0,n/a,n/a,1,"8,33%"
biz.ganttproject.core.chart.scene.BarChartConnector.getEnd(),0,n/a,n/a,1,"14,29%"
biz.ganttproject.core.chart.scene.BarChartConnector.getEndVector(),0,n/a,n/a,1,"14,29%"
biz.ganttproject.core.chart.scene.BarChartConnector.getImpl(),0,n/a,n/a,1,"14,29%"
biz.ganttproject.core.chart.scene.BarChartConnector.getStart(),0,n/a,n/a,1,"14,29%"
biz.ganttproject.core.chart.scene.BarChartConnector.getStartVector(),0,n/a,n/a,1,"14,29%"
"biz.ganttproject.core.chart.scene.BottomUnitSceneBuilder.BottomUnitSceneBuilder(Canvas, InputApi)",0,0,4,4,"5,19%"
biz.ganttproject.core.chart.scene.BottomUnitSceneBuilder.InputApi.getBottomUnitOffsets(),0,n/a,n/a,1,"20,00%"
"biz.ganttproject.core.chart.scene.BottomUnitSceneBuilder.InputApi.getFormatter(TimeUnit, Position)",0,n/a,n/a,1,"20,00%"
biz.ganttproject.core.chart.scene.BottomUnitSceneBuilder.InputApi.getTopLineHeight(),0,n/a,n/a,1,"20,00%"
biz.ganttproject.core.chart.scene.BottomUnitSceneBuilder.build(),0,0,29,29,"37,66%"
biz.ganttproject.core.chart.scene.BottomUnitSceneBuilder.getBottomUnitOffsets(),0,0,3,3,"3,90%"
biz.ganttproject.core.chart.scene.BottomUnitSceneBuilder.getLineTopPosition(),0,0,3,3,"3,90%"
"biz.ganttproject.core.chart.scene.BottomUnitSceneBuilder.renderLabel(TextGroup, int, Date, Offset, TimeFormatter)",0,0,13,13,"16,88%"
"biz.ganttproject.core.chart.scene.BottomUnitSceneBuilder.renderScaleMark(Offset, Offset)",2,0,14,12,"18,18%"
"biz.ganttproject.core.chart.scene.DayGridSceneBuilder.DayGridSceneBuilder(InputApi, Canvas)",0,0,6,6,"4,69%"
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.InputApi.getAtomUnitOffsets(),0,n/a,n/a,1,"9,09%"
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.InputApi.getEvent(Date),0,n/a,n/a,1,"9,09%"
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.InputApi.getHolidayColor(Date),0,n/a,n/a,1,"9,09%"
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.InputApi.getProjectDatesOption(),0,n/a,n/a,1,"9,09%"
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.InputApi.getProjectEnd(),0,n/a,n/a,1,"9,09%"
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.InputApi.getProjectStart(),0,n/a,n/a,1,"9,09%"
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.InputApi.getRedlineOption(),0,n/a,n/a,1,"9,09%"
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.InputApi.getTopLineHeight(),0,n/a,n/a,1,"9,09%"
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.InputApi.getWeekendColor(),0,n/a,n/a,1,"9,09%"
"biz.ganttproject.core.chart.scene.DayGridSceneBuilder.applyRectangleStyle(Rectangle, Offset)",0,0,15,15,"11,72%"
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.build(),0,0,11,11,"8,59%"
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.getLineBottomPosition(),0,0,3,3,"2,34%"
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.getLineHeight(),0,0,3,3,"2,34%"
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.getLineTopPosition(),0,0,3,3,"2,34%"
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.isProjectBoundariesOptionOn(),0,0,3,3,"2,34%"
"biz.ganttproject.core.chart.scene.DayGridSceneBuilder.renderLine(Date, String, int, ComparatorBy<Date>)",0,0,17,17,"13,28%"
"biz.ganttproject.core.chart.scene.DayGridSceneBuilder.renderNonWorkingDay(int, Offset)",0,0,5,5,"3,91%"
biz.ganttproject.core.chart.scene.DayGridSceneBuilder.renderNonWorkingDayColumns(),10,0,39,29,"30,47%"
biz.ganttproject.core.chart.scene.SceneBuilder.build(),3,n/a,n/a,1,"15,38%"
biz.ganttproject.core.chart.scene.SceneBuilder.getCanvas(),2,n/a,n/a,1,"15,38%"
biz.ganttproject.core.chart.scene.SceneBuilder.reset(int),5,n/a,n/a,1,"26,92%"
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.InputApi.getBottomUnitOffsets(),0,n/a,n/a,1,"9,09%"
"biz.ganttproject.core.chart.scene.TimelineSceneBuilder.InputApi.getFormatter(TimeUnit, Position)",0,n/a,n/a,1,"9,09%"
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.InputApi.getTimelineBackgroundColor(),0,n/a,n/a,1,"9,09%"
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.InputApi.getTimelineBorderColor(),0,n/a,n/a,1,"9,09%"
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.InputApi.getTimelineHeight(),0,n/a,n/a,1,"9,09%"
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.InputApi.getTopLineHeight(),0,n/a,n/a,1,"9,09%"
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.InputApi.getTopUnitOffsets(),0,n/a,n/a,1,"9,09%"
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.InputApi.getViewportStartDate(),0,n/a,n/a,1,"9,09%"
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.InputApi.getViewportWidth(),0,n/a,n/a,1,"9,09%"
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.TimelineSceneBuilder(InputApi),0,0,23,23,"20,72%"
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.build(),0,0,6,6,"5,41%"
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.getTimelineContainer(),0,0,3,3,"2,70%"
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.renderBottomUnits(),3,3,6,3,"5,41%"
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.renderTopUnits(),3,3,30,27,"27,03%"
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.renderUnderlay(),5,3,19,14,"17,12%"
biz.ganttproject.core.chart.scene.TimelineSceneBuilder.reset(int),0,0,5,5,"4,50%"
"biz.ganttproject.core.chart.scene.gantt.ChartBoundsAlgorithm.Result.Result(Date, Date)",0,0,4,4,"50,00%"
biz.ganttproject.core.chart.scene.gantt.ChartBoundsAlgorithm.getBounds(Iterable<BarChartActivity<?>>),0,0,15,15,"60,00%"
"biz.ganttproject.core.chart.scene.gantt.Connector.Connector(Vector, Vector, String)",0,0,5,5,"7,14%"
"biz.ganttproject.core.chart.scene.gantt.Connector.Vector.Vector(Point, Dimension)",0,0,6,6,"13,04%"
biz.ganttproject.core.chart.scene.gantt.Connector.Vector.getHProjection(),2,4,7,3,"15,22%"
biz.ganttproject.core.chart.scene.gantt.Connector.Vector.getPoint(),0,0,3,3,"6,52%"
biz.ganttproject.core.chart.scene.gantt.Connector.Vector.getPoint(int),0,0,3,3,"6,52%"
biz.ganttproject.core.chart.scene.gantt.Connector.Vector.reaches(Point),2,4,9,5,"19,57%"
biz.ganttproject.core.chart.scene.gantt.Connector.Vector.toString(),0,0,8,8,"17,39%"
biz.ganttproject.core.chart.scene.gantt.Connector.getEnd(),0,0,3,3,"4,29%"
biz.ganttproject.core.chart.scene.gantt.Connector.getStart(),0,0,3,3,"4,29%"
biz.ganttproject.core.chart.scene.gantt.Connector.getStyleName(),0,0,3,3,"4,29%"
biz.ganttproject.core.chart.scene.gantt.DependencySceneBuilder.ChartApi.getBarHeight(),0,n/a,n/a,1,"33,33%"
"biz.ganttproject.core.chart.scene.gantt.DependencySceneBuilder.DependencySceneBuilder(Canvas, Canvas, TaskApi<T, D>, ChartApi)",1,0,9,8,"6,08%"
biz.ganttproject.core.chart.scene.gantt.DependencySceneBuilder.TaskApi.getConnectors(T),0,n/a,n/a,1,"14,29%"
biz.ganttproject.core.chart.scene.gantt.DependencySceneBuilder.TaskApi.getStyle(D),0,n/a,n/a,1,"14,29%"
biz.ganttproject.core.chart.scene.gantt.DependencySceneBuilder.TaskApi.getTasks(),0,n/a,n/a,1,"14,29%"
"biz.ganttproject.core.chart.scene.gantt.DependencySceneBuilder.TaskApi.getUnitVector(BarChartActivity<T>, D)",0,n/a,n/a,1,"14,29%"
biz.ganttproject.core.chart.scene.gantt.DependencySceneBuilder.TaskApi.isMilestone(T),0,n/a,n/a,1,"14,29%"
biz.ganttproject.core.chart.scene.gantt.DependencySceneBuilder.build(),0,0,4,4,"2,70%"
biz.ganttproject.core.chart.scene.gantt.DependencySceneBuilder.drawDependencies(Collection<Connector>),5,0,50,45,"33,78%"
